,Class,probability,long,lat,Distance,character,color_shape,color_char
2789,['rectangle'],,,,0,not found,not found,not found
2790,['trapezoid'],,,,0,not found,not found,not found
2791,['rectangle'],,,,0,not found,not found,not found
2792,['trapezoid'],,,,0,not found,not found,not found
2793,['Human'],,,,0,not found,not found,not found
2794,['rectangle'],,,,0,not found,not found,not found
2795,['trapezoid'],,,,0,not found,not found,not found
2796,['rectangle'],,,,0,not found,not found,not found
2797,['trapezoid'],,,,0,not found,not found,not found
2798,['Human'],,,,0,not found,not found,not found
2799,['rectangle'],,,,0,not found,not found,not found
2800,['trapezoid'],,,,0,not found,not found,not found
2801,['rectangle'],,,,0,not found,not found,not found
2802,['trapezoid'],,,,0,not found,not found,not found
2803,['Human'],,,,0,not found,not found,not found
2804,['rectangle'],,,,0,not found,not found,not found
2805,['trapezoid'],,,,0,not found,not found,not found
2806,['rectangle'],,,,0,not found,not found,not found
2807,['trapezoid'],,,,0,not found,not found,not found
2808,['Human'],,,,0,not found,not found,not found
2809,['rectangle'],,,,0,not found,not found,not found
2810,['trapezoid'],,,,0,not found,not found,not found
2811,['rectangle'],,,,0,not found,not found,not found
2812,['trapezoid'],,,,0,not found,not found,not found
2813,['Human'],,,,0,not found,not found,not found
2814,['rectangle'],,,,0,not found,not found,not found
2815,['trapezoid'],,,,0,not found,not found,not found
2816,['rectangle'],,,,0,not found,not found,not found
2817,['trapezoid'],,,,0,not found,not found,not found
2818,['Human'],,,,0,not found,not found,not found
2819,['rectangle'],,,,0,not found,not found,not found
2820,['trapezoid'],,,,0,not found,not found,not found
2821,['rectangle'],,,,0,not found,not found,not found
2822,['trapezoid'],,,,0,not found,not found,not found
2823,['Human'],,,,0,not found,not found,not found
2824,['rectangle'],,,,0,not found,not found,not found
2825,['trapezoid'],,,,0,not found,not found,not found
2826,['rectangle'],,,,0,not found,not found,not found
2827,['trapezoid'],,,,0,not found,not found,not found
2828,['Human'],,,,0,not found,not found,not found
2829,['rectangle'],,,,0,not found,not found,not found
2830,['trapezoid'],,,,0,not found,not found,not found
2831,['rectangle'],,,,0,not found,not found,not found
2832,['trapezoid'],,,,0,not found,not found,not found
2833,['Human'],,,,0,not found,not found,not found
2834,['rectangle'],,,,0,not found,not found,not found
2835,['trapezoid'],,,,0,not found,not found,not found
2836,['rectangle'],,,,0,not found,not found,not found
2837,['trapezoid'],,,,0,not found,not found,not found
2838,['Human'],,,,0,not found,not found,not found
2839,['rectangle'],,,,0,not found,not found,not found
2840,['trapezoid'],,,,0,not found,not found,not found
2841,['rectangle'],,,,0,not found,not found,not found
2842,['trapezoid'],,,,0,not found,not found,not found
2843,['Human'],,,,0,not found,not found,not found
2844,['rectangle'],,,,0,not found,not found,not found
2845,['trapezoid'],,,,0,not found,not found,not found
2846,['rectangle'],,,,0,not found,not found,not found
2847,['trapezoid'],,,,0,not found,not found,not found
2848,['Human'],,,,0,not found,not found,not found
2849,['rectangle'],,,,0,not found,not found,not found
2850,['trapezoid'],,,,0,not found,not found,not found
2851,['rectangle'],,,,0,not found,not found,not found
2852,['trapezoid'],,,,0,not found,not found,not found
2853,['Human'],,,,0,not found,not found,not found
2854,['rectangle'],,,,0,not found,not found,not found
2855,['trapezoid'],,,,0,not found,not found,not found
2856,['rectangle'],,,,0,not found,not found,not found
2857,['trapezoid'],,,,0,not found,not found,not found
2858,['Human'],,,,0,not found,not found,not found
2859,['rectangle'],,,,0,not found,not found,not found
2860,['trapezoid'],,,,0,not found,not found,not found
2861,['rectangle'],,,,0,not found,not found,not found
2862,['trapezoid'],,,,0,not found,not found,not found
2863,['Human'],,,,0,not found,not found,not found
2864,['rectangle'],,,,0,not found,not found,not found
2865,['trapezoid'],,,,0,not found,not found,not found
2866,['rectangle'],,,,0,not found,not found,not found
2867,['trapezoid'],,,,0,not found,not found,not found
2868,['Human'],,,,0,not found,not found,not found
2869,['rectangle'],,,,0,not found,not found,not found
2870,['trapezoid'],,,,0,not found,not found,not found
2871,['rectangle'],,,,0,not found,not found,not found
2872,['trapezoid'],,,,0,not found,not found,not found
2873,['Human'],,,,0,not found,not found,not found
2874,['rectangle'],,,,0,not found,not found,not found
2875,['trapezoid'],,,,0,not found,not found,not found
2876,['rectangle'],,,,0,not found,not found,not found
2877,['trapezoid'],,,,0,not found,not found,not found
2878,['Human'],,,,0,not found,not found,not found
2879,['rectangle'],,,,0,not found,not found,not found
2880,['trapezoid'],,,,0,not found,not found,not found
2881,['rectangle'],,,,0,not found,not found,not found
2882,['trapezoid'],,,,0,not found,not found,not found
2883,['Human'],,,,0,not found,not found,not found
2884,['rectangle'],,,,0,not found,not found,not found
2885,['trapezoid'],,,,0,not found,not found,not found
2886,['rectangle'],,,,0,not found,not found,not found
2887,['trapezoid'],,,,0,not found,not found,not found
2888,['Human'],,,,0,not found,not found,not found
2889,['rectangle'],,,,0,not found,not found,not found
2890,['trapezoid'],,,,0,not found,not found,not found
2891,['rectangle'],,,,0,not found,not found,not found
2892,['trapezoid'],,,,0,not found,not found,not found
2893,['Human'],,,,0,not found,not found,not found
2894,['rectangle'],,,,0,not found,not found,not found
2895,['trapezoid'],,,,0,not found,not found,not found
2896,['rectangle'],,,,0,not found,not found,not found
2897,['trapezoid'],,,,0,not found,not found,not found
2898,['Human'],,,,0,not found,not found,not found
2899,['rectangle'],,,,0,not found,not found,not found
2900,['trapezoid'],,,,0,not found,not found,not found
2901,['rectangle'],,,,0,not found,not found,not found
2902,['trapezoid'],,,,0,not found,not found,not found
2903,['Human'],,,,0,not found,not found,not found
2904,['rectangle'],,,,0,not found,not found,not found
2905,['trapezoid'],,,,0,not found,not found,not found
2906,['rectangle'],,,,0,not found,not found,not found
2907,['trapezoid'],,,,0,not found,not found,not found
2908,['Human'],,,,0,not found,not found,not found
2909,['rectangle'],,,,0,not found,not found,not found
2910,['trapezoid'],,,,0,not found,not found,not found
2911,['rectangle'],,,,0,not found,not found,not found
2912,['trapezoid'],,,,0,not found,not found,not found
2913,['Human'],,,,0,not found,not found,not found
2914,['rectangle'],,,,0,not found,not found,not found
2915,['trapezoid'],,,,0,not found,not found,not found
2916,['rectangle'],,,,0,not found,not found,not found
2917,['trapezoid'],,,,0,not found,not found,not found
2918,['Human'],,,,0,not found,not found,not found
2919,['rectangle'],,,,0,not found,not found,not found
2920,['trapezoid'],,,,0,not found,not found,not found
2921,['rectangle'],,,,0,not found,not found,not found
2922,['trapezoid'],,,,0,not found,not found,not found
2923,['Human'],,,,0,not found,not found,not found
2924,['rectangle'],,,,0,not found,not found,not found
2925,['trapezoid'],,,,0,not found,not found,not found
2926,['rectangle'],,,,0,not found,not found,not found
2927,['trapezoid'],,,,0,not found,not found,not found
2928,['Human'],,,,0,not found,not found,not found
2929,['rectangle'],,,,0,not found,not found,not found
2930,['trapezoid'],,,,0,not found,not found,not found
2931,['rectangle'],,,,0,not found,not found,not found
2932,['trapezoid'],,,,0,not found,not found,not found
2933,['Human'],,,,0,not found,not found,not found
2934,['rectangle'],,,,0,not found,not found,not found
2935,['trapezoid'],,,,0,not found,not found,not found
2936,['rectangle'],,,,0,not found,not found,not found
2937,['trapezoid'],,,,0,not found,not found,not found
2938,['Human'],,,,0,not found,not found,not found
2939,['rectangle'],,,,0,not found,not found,not found
2940,['trapezoid'],,,,0,not found,not found,not found
2941,['rectangle'],,,,0,not found,not found,not found
2942,['trapezoid'],,,,0,not found,not found,not found
2943,['Human'],,,,0,not found,not found,not found
2944,['rectangle'],,,,0,not found,not found,not found
2945,['trapezoid'],,,,0,not found,not found,not found
2946,['rectangle'],,,,0,not found,not found,not found
2947,['trapezoid'],,,,0,not found,not found,not found
2948,['Human'],,,,0,not found,not found,not found
2949,['rectangle'],,,,0,not found,not found,not found
2950,['trapezoid'],,,,0,not found,not found,not found
2951,['rectangle'],,,,0,not found,not found,not found
2952,['trapezoid'],,,,0,not found,not found,not found
2953,['Human'],,,,0,not found,not found,not found
2954,['rectangle'],,,,0,not found,not found,not found
2955,['trapezoid'],,,,0,not found,not found,not found
2956,['rectangle'],,,,0,not found,not found,not found
2957,['trapezoid'],,,,0,not found,not found,not found
2958,['Human'],,,,0,not found,not found,not found
2959,['rectangle'],,,,0,not found,not found,not found
2960,['trapezoid'],,,,0,not found,not found,not found
2961,['rectangle'],,,,0,not found,not found,not found
2962,['trapezoid'],,,,0,not found,not found,not found
2963,['Human'],,,,0,not found,not found,not found
2964,['rectangle'],,,,0,not found,not found,not found
2965,['trapezoid'],,,,0,not found,not found,not found
2966,['rectangle'],,,,0,not found,not found,not found
2967,['trapezoid'],,,,0,not found,not found,not found
2968,['Human'],,,,0,not found,not found,not found
2969,['rectangle'],,,,0,not found,not found,not found
2970,['trapezoid'],,,,0,not found,not found,not found
2971,['rectangle'],,,,0,not found,not found,not found
2972,['trapezoid'],,,,0,not found,not found,not found
2973,['Human'],,,,0,not found,not found,not found
2974,['rectangle'],,,,0,not found,not found,not found
2975,['trapezoid'],,,,0,not found,not found,not found
2976,['rectangle'],,,,0,not found,not found,not found
2977,['trapezoid'],,,,0,not found,not found,not found
2978,['Human'],,,,0,not found,not found,not found
2979,['rectangle'],,,,0,not found,not found,not found
2980,['trapezoid'],,,,0,not found,not found,not found
2981,['rectangle'],,,,0,not found,not found,not found
2982,['trapezoid'],,,,0,not found,not found,not found
2983,['Human'],,,,0,not found,not found,not found
2984,['rectangle'],,,,0,not found,not found,not found
2985,['trapezoid'],,,,0,not found,not found,not found
2986,['rectangle'],,,,0,not found,not found,not found
2987,['trapezoid'],,,,0,not found,not found,not found
2988,['Human'],,,,0,not found,not found,not found
2989,['rectangle'],,,,0,not found,not found,not found
2990,['trapezoid'],,,,0,not found,not found,not found
2991,['rectangle'],,,,0,not found,not found,not found
2992,['trapezoid'],,,,0,not found,not found,not found
2993,['Human'],,,,0,not found,not found,not found
2994,['rectangle'],,,,0,not found,not found,not found
2995,['trapezoid'],,,,0,not found,not found,not found
2996,['rectangle'],,,,0,not found,not found,not found
2997,['trapezoid'],,,,0,not found,not found,not found
2998,['Human'],,,,0,not found,not found,not found
2999,['rectangle'],,,,0,not found,not found,not found
3000,['trapezoid'],,,,0,not found,not found,not found
3001,['rectangle'],,,,0,not found,not found,not found
3002,['trapezoid'],,,,0,not found,not found,not found
3003,['Human'],,,,0,not found,not found,not found
3004,['rectangle'],,,,0,not found,not found,not found
3005,['trapezoid'],,,,0,not found,not found,not found
3006,['rectangle'],,,,0,not found,not found,not found
3007,['trapezoid'],,,,0,not found,not found,not found
3008,['Human'],,,,0,not found,not found,not found
3009,['rectangle'],,,,0,not found,not found,not found
3010,['trapezoid'],,,,0,not found,not found,not found
3011,['rectangle'],,,,0,not found,not found,not found
3012,['trapezoid'],,,,0,not found,not found,not found
3013,['Human'],,,,0,not found,not found,not found
3014,['rectangle'],,,,0,not found,not found,not found
3015,['trapezoid'],,,,0,not found,not found,not found
3016,['rectangle'],,,,0,not found,not found,not found
3017,['trapezoid'],,,,0,not found,not found,not found
3018,['Human'],,,,0,not found,not found,not found
3019,['rectangle'],,,,0,not found,not found,not found
3020,['trapezoid'],,,,0,not found,not found,not found
3021,['rectangle'],,,,0,not found,not found,not found
3022,['trapezoid'],,,,0,not found,not found,not found
3023,['Human'],,,,0,not found,not found,not found
3024,['rectangle'],,,,0,not found,not found,not found
3025,['trapezoid'],,,,0,not found,not found,not found
3026,['rectangle'],,,,0,not found,not found,not found
3027,['trapezoid'],,,,0,not found,not found,not found
3028,['Human'],,,,0,not found,not found,not found
3029,['rectangle'],,,,0,not found,not found,not found
3030,['trapezoid'],,,,0,not found,not found,not found
3031,['rectangle'],,,,0,not found,not found,not found
3032,['trapezoid'],,,,0,not found,not found,not found
3033,['Human'],,,,0,not found,not found,not found
3034,['rectangle'],,,,0,not found,not found,not found
3035,['trapezoid'],,,,0,not found,not found,not found
3036,['rectangle'],,,,0,not found,not found,not found
3037,['trapezoid'],,,,0,not found,not found,not found
3038,['Human'],,,,0,not found,not found,not found
3039,['rectangle'],,,,0,not found,not found,not found
3040,['trapezoid'],,,,0,not found,not found,not found
3041,['rectangle'],,,,0,not found,not found,not found
3042,['trapezoid'],,,,0,not found,not found,not found
3043,['Human'],,,,0,not found,not found,not found
3044,['rectangle'],,,,0,not found,not found,not found
3045,['trapezoid'],,,,0,not found,not found,not found
3046,['rectangle'],,,,0,not found,not found,not found
3047,['trapezoid'],,,,0,not found,not found,not found
3048,['Human'],,,,0,not found,not found,not found
3049,['rectangle'],,,,0,not found,not found,not found
3050,['trapezoid'],,,,0,not found,not found,not found
3051,['rectangle'],,,,0,not found,not found,not found
3052,['trapezoid'],,,,0,not found,not found,not found
3053,['Human'],,,,0,not found,not found,not found
3054,['rectangle'],,,,0,not found,not found,not found
3055,['trapezoid'],,,,0,not found,not found,not found
3056,['rectangle'],,,,0,not found,not found,not found
3057,['trapezoid'],,,,0,not found,not found,not found
3058,['Human'],,,,0,not found,not found,not found
3059,['rectangle'],,,,0,not found,not found,not found
3060,['trapezoid'],,,,0,not found,not found,not found
3061,['rectangle'],,,,0,not found,not found,not found
3062,['trapezoid'],,,,0,not found,not found,not found
3063,['Human'],,,,0,not found,not found,not found
3064,['rectangle'],,,,0,not found,not found,not found
3065,['trapezoid'],,,,0,not found,not found,not found
3066,['rectangle'],,,,0,not found,not found,not found
3067,['trapezoid'],,,,0,not found,not found,not found
3068,['Human'],,,,0,not found,not found,not found
3069,['rectangle'],,,,0,not found,not found,not found
3070,['trapezoid'],,,,0,not found,not found,not found
3071,['rectangle'],,,,0,not found,not found,not found
3072,['trapezoid'],,,,0,not found,not found,not found
3073,['Human'],,,,0,not found,not found,not found
3074,['rectangle'],,,,0,not found,not found,not found
3075,['trapezoid'],,,,0,not found,not found,not found
3076,['rectangle'],,,,0,not found,not found,not found
3077,['trapezoid'],,,,0,not found,not found,not found
3078,['Human'],,,,0,not found,not found,not found
3079,['rectangle'],,,,0,not found,not found,not found
3080,['trapezoid'],,,,0,not found,not found,not found
3081,['rectangle'],,,,0,not found,not found,not found
3082,['trapezoid'],,,,0,not found,not found,not found
3083,['Human'],,,,0,not found,not found,not found
3084,['rectangle'],,,,0,not found,not found,not found
3085,['trapezoid'],,,,0,not found,not found,not found
3086,['rectangle'],,,,0,not found,not found,not found
3087,['trapezoid'],,,,0,not found,not found,not found
3088,['Human'],,,,0,not found,not found,not found
3089,['rectangle'],,,,0,not found,not found,not found
3090,['trapezoid'],,,,0,not found,not found,not found
3091,['rectangle'],,,,0,not found,not found,not found
3092,['trapezoid'],,,,0,not found,not found,not found
3093,['Human'],,,,0,not found,not found,not found
3094,['rectangle'],,,,0,not found,not found,not found
3095,['trapezoid'],,,,0,not found,not found,not found
3096,['rectangle'],,,,0,not found,not found,not found
3097,['trapezoid'],,,,0,not found,not found,not found
3098,['Human'],,,,0,not found,not found,not found
3099,['rectangle'],,,,0,not found,not found,not found
3100,['trapezoid'],,,,0,not found,not found,not found
3101,['rectangle'],,,,0,not found,not found,not found
3102,['trapezoid'],,,,0,not found,not found,not found
3103,['Human'],,,,0,not found,not found,not found
3104,['rectangle'],,,,0,not found,not found,not found
3105,['trapezoid'],,,,0,not found,not found,not found
3106,['rectangle'],,,,0,not found,not found,not found
3107,['trapezoid'],,,,0,not found,not found,not found
3108,['Human'],,,,0,not found,not found,not found
3109,['rectangle'],,,,0,not found,not found,not found
3110,['trapezoid'],,,,0,not found,not found,not found
3111,['rectangle'],,,,0,not found,not found,not found
3112,['trapezoid'],,,,0,not found,not found,not found
3113,['Human'],,,,0,not found,not found,not found
3114,['rectangle'],,,,0,not found,not found,not found
3115,['trapezoid'],,,,0,not found,not found,not found
3116,['rectangle'],,,,0,not found,not found,not found
3117,['trapezoid'],,,,0,not found,not found,not found
3118,['Human'],,,,0,not found,not found,not found
3119,['rectangle'],,,,0,not found,not found,not found
3120,['trapezoid'],,,,0,not found,not found,not found
3121,['rectangle'],,,,0,not found,not found,not found
3122,['trapezoid'],,,,0,not found,not found,not found
3123,['Human'],,,,0,not found,not found,not found
3124,['rectangle'],,,,0,not found,not found,not found
3125,['trapezoid'],,,,0,not found,not found,not found
3126,['rectangle'],,,,0,not found,not found,not found
3127,['trapezoid'],,,,0,not found,not found,not found
3128,['Human'],,,,0,not found,not found,not found
3129,['rectangle'],,,,0,not found,not found,not found
3130,['trapezoid'],,,,0,not found,not found,not found
3131,['rectangle'],,,,0,not found,not found,not found
3132,['trapezoid'],,,,0,not found,not found,not found
3133,['Human'],,,,0,not found,not found,not found
3134,['rectangle'],,,,0,not found,not found,not found
3135,['trapezoid'],,,,0,not found,not found,not found
3136,['rectangle'],,,,0,not found,not found,not found
3137,['trapezoid'],,,,0,not found,not found,not found
3138,['Human'],,,,0,not found,not found,not found
3139,['rectangle'],,,,0,not found,not found,not found
3140,['trapezoid'],,,,0,not found,not found,not found
3141,['rectangle'],,,,0,not found,not found,not found
3142,['trapezoid'],,,,0,not found,not found,not found
3143,['Human'],,,,0,not found,not found,not found
3144,['rectangle'],,,,0,not found,not found,not found
3145,['trapezoid'],,,,0,not found,not found,not found
3146,['rectangle'],,,,0,not found,not found,not found
3147,['trapezoid'],,,,0,not found,not found,not found
3148,['Human'],,,,0,not found,not found,not found
3149,['rectangle'],,,,0,not found,not found,not found
3150,['trapezoid'],,,,0,not found,not found,not found
3151,['rectangle'],,,,0,not found,not found,not found
3152,['trapezoid'],,,,0,not found,not found,not found
3153,['Human'],,,,0,not found,not found,not found
3154,['rectangle'],,,,0,not found,not found,not found
3155,['trapezoid'],,,,0,not found,not found,not found
3156,['rectangle'],,,,0,not found,not found,not found
3157,['trapezoid'],,,,0,not found,not found,not found
3158,['Human'],,,,0,not found,not found,not found
3159,['rectangle'],,,,0,not found,not found,not found
3160,['trapezoid'],,,,0,not found,not found,not found
3161,['rectangle'],,,,0,not found,not found,not found
3162,['trapezoid'],,,,0,not found,not found,not found
3163,['Human'],,,,0,not found,not found,not found
3164,['rectangle'],,,,0,not found,not found,not found
3165,['trapezoid'],,,,0,not found,not found,not found
3166,['rectangle'],,,,0,not found,not found,not found
3167,['trapezoid'],,,,0,not found,not found,not found
3168,['Human'],,,,0,not found,not found,not found
3169,['rectangle'],,,,0,not found,not found,not found
3170,['trapezoid'],,,,0,not found,not found,not found
3171,['rectangle'],,,,0,not found,not found,not found
3172,['trapezoid'],,,,0,not found,not found,not found
3173,['Human'],,,,0,not found,not found,not found
3174,['rectangle'],,,,0,not found,not found,not found
3175,['trapezoid'],,,,0,not found,not found,not found
3176,['rectangle'],,,,0,not found,not found,not found
3177,['trapezoid'],,,,0,not found,not found,not found
3178,['Human'],,,,0,not found,not found,not found
3179,['rectangle'],,,,0,not found,not found,not found
3180,['trapezoid'],,,,0,not found,not found,not found
3181,['rectangle'],,,,0,not found,not found,not found
3182,['trapezoid'],,,,0,not found,not found,not found
3183,['Human'],,,,0,not found,not found,not found
3184,['rectangle'],,,,0,not found,not found,not found
3185,['trapezoid'],,,,0,not found,not found,not found
3186,['rectangle'],,,,0,not found,not found,not found
3187,['trapezoid'],,,,0,not found,not found,not found
3188,['Human'],,,,0,not found,not found,not found
3189,['rectangle'],,,,0,not found,not found,not found
3190,['trapezoid'],,,,0,not found,not found,not found
3191,['rectangle'],,,,0,not found,not found,not found
3192,['trapezoid'],,,,0,not found,not found,not found
3193,['Human'],,,,0,not found,not found,not found
3194,['rectangle'],,,,0,not found,not found,not found
3195,['trapezoid'],,,,0,not found,not found,not found
3196,['rectangle'],,,,0,not found,not found,not found
3197,['trapezoid'],,,,0,not found,not found,not found
3198,['Human'],,,,0,not found,not found,not found
3199,['rectangle'],,,,0,not found,not found,not found
3200,['trapezoid'],,,,0,not found,not found,not found
3201,['rectangle'],,,,0,not found,not found,not found
3202,['trapezoid'],,,,0,not found,not found,not found
3203,['Human'],,,,0,not found,not found,not found
3204,['rectangle'],,,,0,not found,not found,not found
3205,['trapezoid'],,,,0,not found,not found,not found
3206,['rectangle'],,,,0,not found,not found,not found
3207,['trapezoid'],,,,0,not found,not found,not found
3208,['Human'],,,,0,not found,not found,not found
3209,['rectangle'],,,,0,not found,not found,not found
3210,['trapezoid'],,,,0,not found,not found,not found
3211,['rectangle'],,,,0,not found,not found,not found
3212,['trapezoid'],,,,0,not found,not found,not found
3213,['Human'],,,,0,not found,not found,not found
3214,['rectangle'],,,,0,not found,not found,not found
3215,['trapezoid'],,,,0,not found,not found,not found
3216,['rectangle'],,,,0,not found,not found,not found
3217,['trapezoid'],,,,0,not found,not found,not found
3218,['Human'],,,,0,not found,not found,not found
3219,['rectangle'],,,,0,not found,not found,not found
3220,['trapezoid'],,,,0,not found,not found,not found
3221,['rectangle'],,,,0,not found,not found,not found
3222,['trapezoid'],,,,0,not found,not found,not found
3223,['Human'],,,,0,not found,not found,not found
3224,['rectangle'],,,,0,not found,not found,not found
3225,['trapezoid'],,,,0,not found,not found,not found
3226,['rectangle'],,,,0,not found,not found,not found
3227,['trapezoid'],,,,0,not found,not found,not found
3228,['Human'],,,,0,not found,not found,not found
3229,['rectangle'],,,,0,not found,not found,not found
3230,['trapezoid'],,,,0,not found,not found,not found
3231,['rectangle'],,,,0,not found,not found,not found
3232,['trapezoid'],,,,0,not found,not found,not found
3233,['Human'],,,,0,not found,not found,not found
3234,['rectangle'],,,,0,not found,not found,not found
3235,['trapezoid'],,,,0,not found,not found,not found
3236,['rectangle'],,,,0,not found,not found,not found
3237,['trapezoid'],,,,0,not found,not found,not found
3238,['Human'],,,,0,not found,not found,not found
3239,['rectangle'],,,,0,not found,not found,not found
3240,['trapezoid'],,,,0,not found,not found,not found
3241,['rectangle'],,,,0,not found,not found,not found
3242,['trapezoid'],,,,0,not found,not found,not found
3243,['Human'],,,,0,not found,not found,not found
3244,['rectangle'],,,,0,not found,not found,not found
3245,['trapezoid'],,,,0,not found,not found,not found
3246,['rectangle'],,,,0,not found,not found,not found
3247,['trapezoid'],,,,0,not found,not found,not found
3248,['Human'],,,,0,not found,not found,not found
3249,['rectangle'],,,,0,not found,not found,not found
3250,['trapezoid'],,,,0,not found,not found,not found
3251,['rectangle'],,,,0,not found,not found,not found
3252,['trapezoid'],,,,0,not found,not found,not found
3253,['Human'],,,,0,not found,not found,not found
3254,['rectangle'],,,,0,not found,not found,not found
3255,['trapezoid'],,,,0,not found,not found,not found
3256,['rectangle'],,,,0,not found,not found,not found
3257,['trapezoid'],,,,0,not found,not found,not found
3258,['Human'],,,,0,not found,not found,not found
3259,['rectangle'],,,,0,not found,not found,not found
3260,['trapezoid'],,,,0,not found,not found,not found
3261,['rectangle'],,,,0,not found,not found,not found
3262,['trapezoid'],,,,0,not found,not found,not found
3263,['Human'],,,,0,not found,not found,not found
3264,['rectangle'],,,,0,not found,not found,not found
3265,['trapezoid'],,,,0,not found,not found,not found
3266,['rectangle'],,,,0,not found,not found,not found
3267,['trapezoid'],,,,0,not found,not found,not found
3268,['Human'],,,,0,not found,not found,not found
3269,['rectangle'],,,,0,not found,not found,not found
3270,['trapezoid'],,,,0,not found,not found,not found
3271,['rectangle'],,,,0,not found,not found,not found
3272,['trapezoid'],,,,0,not found,not found,not found
3273,['Human'],,,,0,not found,not found,not found
3274,['rectangle'],,,,0,not found,not found,not found
3275,['trapezoid'],,,,0,not found,not found,not found
3276,['rectangle'],,,,0,not found,not found,not found
3277,['trapezoid'],,,,0,not found,not found,not found
3278,['Human'],,,,0,not found,not found,not found
3279,['rectangle'],,,,0,not found,not found,not found
3280,['trapezoid'],,,,0,not found,not found,not found
3281,['rectangle'],,,,0,not found,not found,not found
3282,['trapezoid'],,,,0,not found,not found,not found
3283,['Human'],,,,0,not found,not found,not found
3284,['rectangle'],,,,0,not found,not found,not found
3285,['trapezoid'],,,,0,not found,not found,not found
3286,['rectangle'],,,,0,not found,not found,not found
3287,['trapezoid'],,,,0,not found,not found,not found
3288,['Human'],,,,0,not found,not found,not found
3289,['rectangle'],,,,0,not found,not found,not found
3290,['trapezoid'],,,,0,not found,not found,not found
3291,['rectangle'],,,,0,not found,not found,not found
3292,['trapezoid'],,,,0,not found,not found,not found
3293,['Human'],,,,0,not found,not found,not found
3294,['rectangle'],,,,0,not found,not found,not found
3295,['trapezoid'],,,,0,not found,not found,not found
3296,['rectangle'],,,,0,not found,not found,not found
3297,['trapezoid'],,,,0,not found,not found,not found
3298,['Human'],,,,0,not found,not found,not found
3299,['rectangle'],,,,0,not found,not found,not found
3300,['trapezoid'],,,,0,not found,not found,not found
3301,['rectangle'],,,,0,not found,not found,not found
3302,['trapezoid'],,,,0,not found,not found,not found
3303,['Human'],,,,0,not found,not found,not found
3304,['rectangle'],,,,0,not found,not found,not found
3305,['trapezoid'],,,,0,not found,not found,not found
3306,['rectangle'],,,,0,not found,not found,not found
3307,['trapezoid'],,,,0,not found,not found,not found
3308,['Human'],,,,0,not found,not found,not found
3309,['rectangle'],,,,0,not found,not found,not found
3310,['trapezoid'],,,,0,not found,not found,not found
3311,['rectangle'],,,,0,not found,not found,not found
3312,['trapezoid'],,,,0,not found,not found,not found
3313,['Human'],,,,0,not found,not found,not found
3314,['rectangle'],,,,0,not found,not found,not found
3315,['trapezoid'],,,,0,not found,not found,not found
3316,['rectangle'],,,,0,not found,not found,not found
3317,['trapezoid'],,,,0,not found,not found,not found
3318,['Human'],,,,0,not found,not found,not found
3319,['rectangle'],,,,0,not found,not found,not found
3320,['trapezoid'],,,,0,not found,not found,not found
3321,['rectangle'],,,,0,not found,not found,not found
3322,['trapezoid'],,,,0,not found,not found,not found
3323,['Human'],,,,0,not found,not found,not found
3324,['rectangle'],,,,0,not found,not found,not found
3325,['trapezoid'],,,,0,not found,not found,not found
3326,['rectangle'],,,,0,not found,not found,not found
3327,['trapezoid'],,,,0,not found,not found,not found
3328,['Human'],,,,0,not found,not found,not found
3329,['rectangle'],,,,0,not found,not found,not found
3330,['trapezoid'],,,,0,not found,not found,not found
3331,['rectangle'],,,,0,not found,not found,not found
3332,['trapezoid'],,,,0,not found,not found,not found
3333,['Human'],,,,0,not found,not found,not found
3334,['rectangle'],,,,0,not found,not found,not found
3335,['trapezoid'],,,,0,not found,not found,not found
3336,['rectangle'],,,,0,not found,not found,not found
3337,['trapezoid'],,,,0,not found,not found,not found
3338,['Human'],,,,0,not found,not found,not found
3339,['rectangle'],,,,0,not found,not found,not found
3340,['trapezoid'],,,,0,not found,not found,not found
3341,['rectangle'],,,,0,not found,not found,not found
3342,['trapezoid'],,,,0,not found,not found,not found
3343,['Human'],,,,0,not found,not found,not found
3344,['rectangle'],,,,0,not found,not found,not found
3345,['trapezoid'],,,,0,not found,not found,not found
3346,['rectangle'],,,,0,not found,not found,not found
3347,['trapezoid'],,,,0,not found,not found,not found
3348,['Human'],,,,0,not found,not found,not found
3349,['rectangle'],,,,0,not found,not found,not found
3350,['trapezoid'],,,,0,not found,not found,not found
3351,['rectangle'],,,,0,not found,not found,not found
3352,['trapezoid'],,,,0,not found,not found,not found
3353,['Human'],,,,0,not found,not found,not found
3354,['rectangle'],,,,0,not found,not found,not found
3355,['trapezoid'],,,,0,not found,not found,not found
3356,['rectangle'],,,,0,not found,not found,not found
3357,['trapezoid'],,,,0,not found,not found,not found
3358,['Human'],,,,0,not found,not found,not found
3359,['rectangle'],,,,0,not found,not found,not found
3360,['trapezoid'],,,,0,not found,not found,not found
3361,['rectangle'],,,,0,not found,not found,not found
3362,['trapezoid'],,,,0,not found,not found,not found
3363,['Human'],,,,0,not found,not found,not found
3364,['rectangle'],,,,0,not found,not found,not found
3365,['trapezoid'],,,,0,not found,not found,not found
3366,['rectangle'],,,,0,not found,not found,not found
3367,['trapezoid'],,,,0,not found,not found,not found
3368,['Human'],,,,0,not found,not found,not found
3369,['rectangle'],,,,0,not found,not found,not found
3370,['trapezoid'],,,,0,not found,not found,not found
